代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
000513.SZ,丽珠集团,2018-02-14,67.51,68.8,67.1,68.68,3620418,
000513.SZ,丽珠集团,2018-02-22,69.37,69.9,68.52,69.8,3992404,
000513.SZ,丽珠集团,2018-02-23,69.8,70.75,68.8,69.25,3731064,
000513.SZ,丽珠集团,2018-02-26,69.6,70.58,68.92,70.49,4338813,
000513.SZ,丽珠集团,2018-02-27,70.38,71.47,70,70.26,4445975,
000513.SZ,丽珠集团,2018-02-28,70,70,68.08,68.48,4269272,
000513.SZ,丽珠集团,2018-03-01,68.24,71.59,67.76,71.47,5599531,
000513.SZ,丽珠集团,2018-03-02,70.65,71.44,70.22,70.3,3949975,
000513.SZ,丽珠集团,2018-03-05,70.35,71.22,70.35,70.69,2421686,
000513.SZ,丽珠集团,2018-03-06,70.58,74.05,70.58,73.61,6283684,
000513.SZ,丽珠集团,2018-03-07,73.72,73.74,72.51,72.55,3860822,
000513.SZ,丽珠集团,2018-03-08,72.45,75.29,72.18,74.71,5662903,
000513.SZ,丽珠集团,2018-03-09,74.86,75.38,73.9,74.93,4593340,
000513.SZ,丽珠集团,2018-03-12,74.98,77,74.98,75.5,5613652,
000513.SZ,丽珠集团,2018-03-13,75.5,75.5,73.3,73.4,5706357,
000513.SZ,丽珠集团,2018-03-14,73.55,74.1,72.76,73.03,3563540,
000513.SZ,丽珠集团,2018-03-15,72.94,74.08,72.56,73.59,3437222,
000513.SZ,丽珠集团,2018-03-16,73.4,74.44,73.38,73.56,3283528,
000513.SZ,丽珠集团,2018-03-19,73.84,74.35,72.2,74.02,4701922,
000513.SZ,丽珠集团,2018-03-20,73.4,77.58,73.02,77.03,10484616,
000513.SZ,丽珠集团,2018-03-21,77.2,77.8,75.8,76.25,6732983,
000513.SZ,丽珠集团,2018-03-22,75.81,76.98,74.77,75.4,4400674,
000513.SZ,丽珠集团,2018-03-23,71,74.2,71,71.61,6584143,
000513.SZ,丽珠集团,2018-03-26,71.5,73.89,68.31,73.05,7551285,
000513.SZ,丽珠集团,2018-03-27,73.99,75.46,72.81,73.76,7513051,
000513.SZ,丽珠集团,2018-03-28,72.99,74.16,69.78,69.91,8147029,
000513.SZ,丽珠集团,2018-03-29,70.04,70.87,66.8,69.24,7803610,
000513.SZ,丽珠集团,2018-03-30,69.2,73.12,69.01,72.6,7637838,
000513.SZ,丽珠集团,2018-04-02,72.75,75.46,72.38,72.92,7524172,
000513.SZ,丽珠集团,2018-04-03,72.05,73.44,71,71.9,4401040,
000513.SZ,丽珠集团,2018-04-04,72.7,74.44,72.4,72.44,6186253,
000513.SZ,丽珠集团,2018-04-09,71.75,73.27,70.33,72.4,4146217,
000513.SZ,丽珠集团,2018-04-10,72.45,74.03,72.41,73.96,5016060,
000513.SZ,丽珠集团,2018-04-11,73.95,74.77,73.63,74.09,4438111,
000513.SZ,丽珠集团,2018-04-12,73.87,74.61,73.33,74.2,4370324,
000513.SZ,丽珠集团,2018-04-13,74.22,75.25,71.74,71.78,7281880,
000513.SZ,丽珠集团,2018-04-16,71.53,73.16,70.16,72.99,4648383,
000513.SZ,丽珠集团,2018-04-17,72.99,73.5,70.6,70.67,3612706,
000513.SZ,丽珠集团,2018-04-18,71.5,71.76,68,70.79,4583705,
000513.SZ,丽珠集团,2018-04-19,70.09,70.48,68.11,68.31,7623893,
000513.SZ,丽珠集团,2018-04-20,68.06,68.06,65.03,65.12,8598681,
000513.SZ,丽珠集团,2018-04-23,65.1,66.64,64,66.04,4906092,
000513.SZ,丽珠集团,2018-04-24,65.7,68.34,65.26,68.04,6582485,
000513.SZ,丽珠集团,2018-04-25,67.69,69.01,67.17,67.82,5119148,
000513.SZ,丽珠集团,2018-04-26,67.33,68.19,65.68,66.5,4047075,
000513.SZ,丽珠集团,2018-04-27,66.6,68.94,66.18,68.55,6662112,
000513.SZ,丽珠集团,2018-05-02,68.6,69.57,68.12,68.66,4030835,
000513.SZ,丽珠集团,2018-05-03,68.58,68.66,66.08,68.2,4091573,
000513.SZ,丽珠集团,2018-05-04,67.99,69.43,67.61,68.88,4511148,
000513.SZ,丽珠集团,2018-05-07,69.02,71.19,68.9,70.54,5409123,
000513.SZ,丽珠集团,2018-05-08,70.65,72.77,70.65,71.72,5850547,
000513.SZ,丽珠集团,2018-05-09,72.15,72.43,71.37,71.9,3523288,
000513.SZ,丽珠集团,2018-05-10,71.85,73.19,71.27,72.77,4402777,
000513.SZ,丽珠集团,2018-05-11,72.77,73.9,71.35,71.39,4617843,
000513.SZ,丽珠集团,2018-05-14,71.51,71.8,70.28,70.78,3173911,
000513.SZ,丽珠集团,2018-05-15,70.45,72.5,70.45,72.24,3000358,
000513.SZ,丽珠集团,2018-05-16,72.28,75.2,71.86,73.88,8064080,
000513.SZ,丽珠集团,2018-05-17,73.9,74,71.66,72.1,4394168,
000513.SZ,丽珠集团,2018-05-18,72.32,73.05,70.78,71.83,3935859,
000513.SZ,丽珠集团,2018-05-21,71.82,72.22,70.37,71.61,4005633,
000513.SZ,丽珠集团,2018-05-22,71.51,72.2,70.87,71.48,4429296,
000513.SZ,丽珠集团,2018-05-23,71.57,71.94,70.1,70.1,5200166,
000513.SZ,丽珠集团,2018-05-24,70.3,71.12,69.6,71.11,4355377,
000513.SZ,丽珠集团,2018-05-25,70.9,73.01,70.51,72.23,7063763,
000513.SZ,丽珠集团,2018-05-28,72.23,72.37,69.8,70.51,6791082,
000513.SZ,丽珠集团,2018-05-29,70.51,71.65,69,69,7784043,
000513.SZ,丽珠集团,2018-05-30,68,68.5,66.11,67.45,4264942,
000513.SZ,丽珠集团,2018-05-31,68.26,68.67,66.8,68.41,3455654,
000513.SZ,丽珠集团,2018-06-01,67.8,68.4,65.02,65.83,5669946,
000513.SZ,丽珠集团,2018-06-04,65.83,66.29,65.22,65.5,3467747,
000513.SZ,丽珠集团,2018-06-05,65.6,67.35,65.51,67.3,3382020,
000513.SZ,丽珠集团,2018-06-06,67.31,67.66,66.84,67.39,2169084,
000513.SZ,丽珠集团,2018-06-07,67.42,67.9,66.65,66.71,2241355,
000513.SZ,丽珠集团,2018-06-08,66.71,66.99,65.5,66.09,2297820,
000513.SZ,丽珠集团,2018-06-11,66,66.54,65.4,65.84,2378568,
000513.SZ,丽珠集团,2018-06-12,66,67.14,65.31,66.91,2504048,
000513.SZ,丽珠集团,2018-06-13,66.8,66.85,65.07,65.1,3305408,
000513.SZ,丽珠集团,2018-06-14,65.65,65.97,64.93,65.67,2583885,
000513.SZ,丽珠集团,2018-06-15,65.58,66.29,65.08,66.22,2512457,
000513.SZ,丽珠集团,2018-06-19,65.8,66.93,61.98,62.74,5117396,
000513.SZ,丽珠集团,2018-06-20,62.76,64.36,62.01,64.18,3748940,
000513.SZ,丽珠集团,2018-06-21,64.3,66.28,64.3,65.21,4935327,
000513.SZ,丽珠集团,2018-06-22,47.36,48.25,45.2,47.33,4549434,
000513.SZ,丽珠集团,2018-06-25,48.1,48.3,46.71,47.34,3632232,
000513.SZ,丽珠集团,2018-06-26,47,47,45.85,46.14,3910442,
000513.SZ,丽珠集团,2018-06-27,46.15,46.57,43.5,43.6,6262320,
000513.SZ,丽珠集团,2018-06-28,43.12,43.55,40.6,41,7873708,
000513.SZ,丽珠集团,2018-06-29,41.2,44.44,41.2,43.95,7183724,
000513.SZ,丽珠集团,2018-07-02,44.1,46,43.63,43.78,7526544,
000513.SZ,丽珠集团,2018-07-03,44.93,45.5,43.6,45.04,9399987,
000513.SZ,丽珠集团,2018-07-04,44.92,45.3,44.23,44.7,3925752,
000513.SZ,丽珠集团,2018-07-05,44.94,44.94,42.05,42.17,5071651,
000513.SZ,丽珠集团,2018-07-06,42.32,43.94,41.8,43.26,4688074,
000513.SZ,丽珠集团,2018-07-09,43.35,45.03,43.35,45,3916785,
000513.SZ,丽珠集团,2018-07-10,45,45.88,44.1,45.84,5321572,
000513.SZ,丽珠集团,2018-07-11,45.06,46,44.7,45.68,4500770,
000513.SZ,丽珠集团,2018-07-12,45.35,47.3,45.29,46.53,4513505,
000513.SZ,丽珠集团,2018-07-13,46.85,48.92,46.85,48.35,8864148,
000513.SZ,丽珠集团,2018-07-16,48.04,48.63,47.83,48.2,4170675,
000513.SZ,丽珠集团,2018-07-17,48.48,48.48,46.21,47.27,5781874,
000513.SZ,丽珠集团,2018-07-18,47.72,49.1,47.72,48.37,4873209,
000513.SZ,丽珠集团,2018-07-19,48.1,48.58,47.51,47.93,3344143,
000513.SZ,丽珠集团,2018-07-20,47.57,48.88,47.57,48.48,3280440,
000513.SZ,丽珠集团,2018-07-23,46.5,47.39,45.35,46.3,7794928,
000513.SZ,丽珠集团,2018-07-24,46,46.76,45.41,46.11,8093765,
000513.SZ,丽珠集团,2018-07-25,46.12,47.38,45.87,47.02,5438326,
000513.SZ,丽珠集团,2018-07-26,47.09,47.78,46.57,47.13,3656505,
000513.SZ,丽珠集团,2018-07-27,46.88,47.1,46.1,46.37,2686428,
000513.SZ,丽珠集团,2018-07-30,46.59,46.59,43.4,43.4,7533712,
000513.SZ,丽珠集团,2018-07-31,43.66,44.75,43.5,44.65,4320129,
000513.SZ,丽珠集团,2018-08-01,44.95,45.19,43.59,43.85,3121199,
000513.SZ,丽珠集团,2018-08-02,43.96,43.96,41.81,42.75,3894442,
000513.SZ,丽珠集团,2018-08-03,42.78,43.76,42,42.39,3811356,
000513.SZ,丽珠集团,2018-08-06,42.02,42.31,38.6,39.12,7686734,
000513.SZ,丽珠集团,2018-08-07,39.6,39.92,38.15,39.9,5541550,
000513.SZ,丽珠集团,2018-08-08,39.9,40.47,39.16,39.71,4025455,
000513.SZ,丽珠集团,2018-08-09,39.67,41.87,39.25,41.53,5052284,
000513.SZ,丽珠集团,2018-08-10,41.41,42.48,41,41.84,3889112,
000513.SZ,丽珠集团,2018-08-13,41.21,42.08,40.02,42.02,3255306,
000513.SZ,丽珠集团,2018-08-14,42,42.22,41.2,41.52,2097800,
000513.SZ,丽珠集团,2018-08-15,41.4,41.7,40.04,40.49,2534605,
000513.SZ,丽珠集团,2018-08-16,39.91,41,39.27,40.25,1776365,
000513.SZ,丽珠集团,2018-08-17,40.6,40.95,38.6,38.82,4000266,
000513.SZ,丽珠集团,2018-08-20,38.5,38.5,35,35.6,10237396,
000513.SZ,丽珠集团,2018-08-21,35.83,38.8,35.7,38.65,8992787,
000513.SZ,丽珠集团,2018-08-22,39.42,39.88,38.6,38.76,6664847,
000513.SZ,丽珠集团,2018-08-23,39.03,39.41,38.42,38.92,4586764,
000513.SZ,丽珠集团,2018-08-24,38.82,39.25,38.15,38.65,3373452,
000513.SZ,丽珠集团,2018-08-27,38.74,41.4,38.66,40.83,5736982,
000513.SZ,丽珠集团,2018-08-28,40.83,41.45,39.82,40.15,4864476,
000513.SZ,丽珠集团,2018-08-29,40.13,40.13,39.31,39.68,2369245,
000513.SZ,丽珠集团,2018-08-30,39.68,39.7,38.5,38.83,3026017,
000513.SZ,丽珠集团,2018-08-31,38.18,38.98,38.13,38.38,3296895,
000513.SZ,丽珠集团,2018-09-03,38.13,39.03,37.17,38.92,4061515,
000513.SZ,丽珠集团,2018-09-04,38.92,38.95,37.8,38.58,3498945,
000513.SZ,丽珠集团,2018-09-05,38.45,38.49,37.61,37.65,2254766,
000513.SZ,丽珠集团,2018-09-06,37.6,37.94,36.48,36.59,2850807,
000513.SZ,丽珠集团,2018-09-07,36.66,38.2,36.66,37.26,3998361,
000513.SZ,丽珠集团,2018-09-10,37.14,37.88,36.32,36.66,3177352,
000513.SZ,丽珠集团,2018-09-11,36.66,37.17,36.41,36.67,2687972,
000513.SZ,丽珠集团,2018-09-12,36.86,36.95,35.58,35.78,2793247,
000513.SZ,丽珠集团,2018-09-13,36.16,36.49,33.98,34.85,6624142,
000513.SZ,丽珠集团,2018-09-14,34.8,34.8,33.89,34.14,3229322,
000513.SZ,丽珠集团,2018-09-17,34.02,34.02,32.21,32.87,4522319,
000513.SZ,丽珠集团,2018-09-18,33.08,33.38,32.6,33.29,3862654,
000513.SZ,丽珠集团,2018-09-19,32.95,34.37,32.95,33.94,3870279,
000513.SZ,丽珠集团,2018-09-20,33.82,34.07,33.25,33.39,3433431,
000513.SZ,丽珠集团,2018-09-21,33.54,34.48,33.4,34.43,3881749,
000513.SZ,丽珠集团,2018-09-25,34.04,34.33,33.67,33.87,2865235,
000513.SZ,丽珠集团,2018-09-26,34.14,35.03,33.76,34.39,4745691,
000513.SZ,丽珠集团,2018-09-27,34.3,35.24,34.08,34.24,4622997,
000513.SZ,丽珠集团,2018-09-28,34.19,34.5,33.36,33.88,5409657,
000513.SZ,丽珠集团,2018-10-08,33.26,33.26,32.1,32.15,3795559,
000513.SZ,丽珠集团,2018-10-09,32.17,32.5,31.4,31.93,2869333,
000513.SZ,丽珠集团,2018-10-10,31.68,32.3,31.34,31.5,3019694,
000513.SZ,丽珠集团,2018-10-11,30,30.3,29,29.12,7297525,
000513.SZ,丽珠集团,2018-10-12,28.98,29.5,28.4,29.25,4604163,
000513.SZ,丽珠集团,2018-10-15,29.5,29.8,28.57,28.66,3479752,
000513.SZ,丽珠集团,2018-10-16,28.76,29.25,26.68,27.25,4542658,
000513.SZ,丽珠集团,2018-10-17,27.3,27.88,26.51,27.66,5530919,
000513.SZ,丽珠集团,2018-10-18,27.36,28.08,26.78,27.75,5271259,
000513.SZ,丽珠集团,2018-10-19,27.28,28.55,27.16,28.36,6520201,
000513.SZ,丽珠集团,2018-10-22,29.3,30.27,28.7,29.87,8068795,
000513.SZ,丽珠集团,2018-10-23,29.76,30.39,28.44,28.85,7351244,
000513.SZ,丽珠集团,2018-10-24,28.5,28.83,27.32,27.5,7506383,
000513.SZ,丽珠集团,2018-10-25,26.51,26.98,26.16,26.85,7275935,
000513.SZ,丽珠集团,2018-10-26,27.11,28.74,27.01,28.7,10398481,
000513.SZ,丽珠集团,2018-10-29,28.8,28.93,27.31,27.58,9539638,
000513.SZ,丽珠集团,2018-10-30,27.58,28.33,27.13,28.07,5313719,
000513.SZ,丽珠集团,2018-10-31,28.08,29.05,27.91,28.86,6206037,
000513.SZ,丽珠集团,2018-11-01,28.86,31.19,28.86,30.35,10022860,
000513.SZ,丽珠集团,2018-11-02,30.96,32.09,30.95,32.03,9955955,
000513.SZ,丽珠集团,2018-11-05,31.9,32.49,31.3,31.78,6189446,
000513.SZ,丽珠集团,2018-11-06,31.69,31.8,31.24,31.78,3732226,
000513.SZ,丽珠集团,2018-11-07,32.1,32.95,31.65,31.92,5453647,
000513.SZ,丽珠集团,2018-11-08,32.35,32.54,31.2,31.34,4313517,
000513.SZ,丽珠集团,2018-11-09,31.05,31.4,30.86,31.17,4799627,
000513.SZ,丽珠集团,2018-11-12,31,31.41,30.28,31.39,5327551,
000513.SZ,丽珠集团,2018-11-13,31,32.86,30.82,32.62,8420670,
000513.SZ,丽珠集团,2018-11-14,32.79,33.26,32.33,32.4,5944258,
000513.SZ,丽珠集团,2018-11-15,32.31,33.05,32.29,32.91,4084647,
000513.SZ,丽珠集团,2018-11-16,32.98,33,31.98,32.63,5876735,
000513.SZ,丽珠集团,2018-11-19,32.31,33.1,32.24,32.95,3859266,
000513.SZ,丽珠集团,2018-11-20,33.07,34.36,32.79,32.84,8145336,
000513.SZ,丽珠集团,2018-11-21,32.47,33.4,31.48,33.16,5181653,
000513.SZ,丽珠集团,2018-11-22,33.3,34.28,33.07,34.22,6154574,
000513.SZ,丽珠集团,2018-11-23,34.16,34.16,32.56,32.85,4740545,
000513.SZ,丽珠集团,2018-11-26,32.79,33.07,31.9,31.99,3542253,
000513.SZ,丽珠集团,2018-11-27,32.26,32.35,31.7,32.23,1989961,
000513.SZ,丽珠集团,2018-11-28,32.22,33.18,32,33.02,2976664,
000513.SZ,丽珠集团,2018-11-29,33.1,33.66,32.25,32.28,2945242,
000513.SZ,丽珠集团,2018-11-30,32.18,33.03,31.81,32.95,2893376,
000513.SZ,丽珠集团,2018-12-03,33.52,33.85,33.03,33.38,5208095,
000513.SZ,丽珠集团,2018-12-04,33.26,33.7,32.9,33.63,4338371,
000513.SZ,丽珠集团,2018-12-05,32.92,34.39,32.87,33.86,6260604,
000513.SZ,丽珠集团,2018-12-06,33.68,33.79,30.66,31.18,10241487,
000513.SZ,丽珠集团,2018-12-07,30.8,30.95,28.06,28.38,18879072,
000513.SZ,丽珠集团,2018-12-10,28.12,28.2,27.23,27.98,11203147,
000513.SZ,丽珠集团,2018-12-11,27.98,28.44,27.82,28.15,4942253,
000513.SZ,丽珠集团,2018-12-12,28.22,28.35,27.77,27.83,4264713,
000513.SZ,丽珠集团,2018-12-13,28,28.56,27.85,28.29,4978306,
000513.SZ,丽珠集团,2018-12-14,27.87,27.98,27.38,27.38,6078456,
000513.SZ,丽珠集团,2018-12-17,27.24,27.55,26.52,27.39,4556334,
000513.SZ,丽珠集团,2018-12-18,27.18,27.56,26.8,26.96,3686513,
000513.SZ,丽珠集团,2018-12-19,27.03,27.16,26.4,26.41,3285590,
000513.SZ,丽珠集团,2018-12-20,26.3,26.96,26.16,26.64,2882704,
000513.SZ,丽珠集团,2018-12-21,26.57,26.59,25.78,26.07,3282741,
000513.SZ,丽珠集团,2018-12-24,26.04,26.73,26.04,26.5,3996518,
000513.SZ,丽珠集团,2018-12-25,26.4,26.5,25.52,26.13,4731135,
000513.SZ,丽珠集团,2018-12-26,26.17,26.36,25.51,25.51,4317420,
000513.SZ,丽珠集团,2018-12-27,25.89,25.98,25.3,25.33,4257435,
000513.SZ,丽珠集团,2018-12-28,25.33,25.56,24.7,25.15,5006873,
000513.SZ,丽珠集团,2019-01-02,25.17,25.3,23.74,23.79,6366304,
000513.SZ,丽珠集团,2019-01-03,23.89,24.21,23.5,23.52,4804230,
000513.SZ,丽珠集团,2019-01-04,23.62,25.04,23.33,25.02,7752550,
000513.SZ,丽珠集团,2019-01-07,25.2,25.25,24.65,24.93,5472990,
000513.SZ,丽珠集团,2019-01-08,24.9,25.37,24.72,25.05,4615319,
000513.SZ,丽珠集团,2019-01-09,25.09,26.44,25.09,25.67,6990421,
000513.SZ,丽珠集团,2019-01-10,25.67,26.35,25.3,26.15,5277001,
000513.SZ,丽珠集团,2019-01-11,25.95,26.27,25.75,26.06,3473000,
000513.SZ,丽珠集团,2019-01-14,26.05,26.18,25.1,25.25,3637858,
000513.SZ,丽珠集团,2019-01-15,25.25,26.62,25.21,26.52,6817042,
000513.SZ,丽珠集团,2019-01-16,26.41,27.1,26.21,26.88,7147627,
000513.SZ,丽珠集团,2019-01-17,26.85,27.66,26.8,27.2,6417127,
000513.SZ,丽珠集团,2019-01-18,27.21,28.16,27.02,27.97,7490813,
000513.SZ,丽珠集团,2019-01-21,28.06,28.42,27.55,27.81,6311359,
000513.SZ,丽珠集团,2019-01-22,27.81,27.85,26.66,26.87,7728243,
000513.SZ,丽珠集团,2019-01-23,26.76,27.46,26.66,26.91,4592551,
000513.SZ,丽珠集团,2019-01-24,26.96,27.49,26.76,27.35,4327494,
000513.SZ,丽珠集团,2019-01-25,27.36,27.68,26.93,27.31,3545646,
000513.SZ,丽珠集团,2019-01-28,27.34,27.77,26.9,26.95,3901903,
000513.SZ,丽珠集团,2019-01-29,26.9,27.35,26.55,26.98,3135405,
000513.SZ,丽珠集团,2019-01-30,26.75,27.1,26.33,26.37,3620052,
000513.SZ,丽珠集团,2019-01-31,26.4,27.31,26.4,27.17,4498444,
000513.SZ,丽珠集团,2019-02-01,27.24,28.06,27.08,27.99,5160523,
000513.SZ,丽珠集团,2019-02-11,27.87,28.49,27.72,28.44,4282752,
000513.SZ,丽珠集团,2019-02-12,28.49,29.5,28.4,29.04,5859379,
000513.SZ,丽珠集团,2019-02-13,29.2,29.45,28.81,29.3,5498277,
000513.SZ,丽珠集团,2019-02-14,29.28,29.95,28.7,29.77,4660981,
000513.SZ,丽珠集团,2019-02-15,30,30.5,29.35,29.62,7354053,
000513.SZ,丽珠集团,2019-02-18,29.4,30.28,29.4,30.24,7428005,
000513.SZ,丽珠集团,2019-02-19,30.68,30.7,29.08,29.52,9020713,
000513.SZ,丽珠集团,2019-02-20,29.21,29.47,28.65,28.99,6577931,
000513.SZ,丽珠集团,2019-02-21,28.88,29.25,28.66,28.8,7903741,
000513.SZ,丽珠集团,2019-02-22,28.77,29.28,28.38,29.24,7161060,
000513.SZ,丽珠集团,2019-02-25,29.25,30.3,29.2,30.26,14847612,
000513.SZ,丽珠集团,2019-02-26,30.32,32.95,30.32,32.15,17234128,
000513.SZ,丽珠集团,2019-02-27,31.98,32.64,31.6,32,13356795,
000513.SZ,丽珠集团,2019-02-28,31.9,33.94,31.8,33.45,11057875,
000513.SZ,丽珠集团,2019-03-01,33.61,33.98,33.03,33.67,7871282,
000513.SZ,丽珠集团,2019-03-04,33.7,35.02,33.69,34.69,11850019,
000513.SZ,丽珠集团,2019-03-05,34.34,34.8,33.59,34.2,12921440,
000513.SZ,丽珠集团,2019-03-06,34.17,34.5,33.72,34.44,10001136,
000513.SZ,丽珠集团,2019-03-07,34.36,34.36,32.89,33.62,12147353,
000513.SZ,丽珠集团,2019-03-08,33.23,34.09,33,33.14,9138792,
000513.SZ,丽珠集团,2019-03-11,33.16,35.18,33.16,35.07,9853791,
000513.SZ,丽珠集团,2019-03-12,35.38,37.61,35.29,37.46,13046962,
000513.SZ,丽珠集团,2019-03-13,37.47,37.71,36.8,37.01,9275396,
000513.SZ,丽珠集团,2019-03-14,36.8,37.58,36.4,36.9,7223644,
000513.SZ,丽珠集团,2019-03-15,37,37.98,35.86,36.55,7810233,
000513.SZ,丽珠集团,2019-03-18,36.89,37.48,36.1,37.36,7209750,
000513.SZ,丽珠集团,2019-03-19,37.3,37.66,36.4,36.55,6166333,
000513.SZ,丽珠集团,2019-03-20,36.39,36.86,35.63,35.93,6666895,
000513.SZ,丽珠集团,2019-03-21,36.3,36.87,36.3,36.55,5666715,
000513.SZ,丽珠集团,2019-03-22,36.5,36.52,35.5,36.4,4454923,
000513.SZ,丽珠集团,2019-03-25,35.67,36.18,34.86,34.9,8509837,
000513.SZ,丽珠集团,2019-03-26,34.93,35.28,33.76,33.77,5610766,
000513.SZ,丽珠集团,2019-03-27,33.99,34.87,33.99,34.71,4927845,
000513.SZ,丽珠集团,2019-03-28,34.77,34.78,33.85,34.07,5076098,
000513.SZ,丽珠集团,2019-03-29,34.18,35.06,34,34.99,7063254,
000513.SZ,丽珠集团,2019-04-01,35.21,35.98,35.05,35.98,9901190,
000513.SZ,丽珠集团,2019-04-02,36.1,36.25,35.18,35.4,8037135,
000513.SZ,丽珠集团,2019-04-03,35.29,35.89,35.05,35.62,5656033,
000513.SZ,丽珠集团,2019-04-04,35.55,35.98,35.25,35.7,5875862,
000513.SZ,丽珠集团,2019-04-08,35.9,36.43,34.92,35.24,7168911,
000513.SZ,丽珠集团,2019-04-09,35.28,36.1,34.82,36.01,6791663,
000513.SZ,丽珠集团,2019-04-10,36,37.38,35.66,36.95,10107284,
000513.SZ,丽珠集团,2019-04-11,36.98,37.15,35.03,35.13,9965025,
000513.SZ,丽珠集团,2019-04-12,35.16,35.35,34.3,34.53,4827338,
000513.SZ,丽珠集团,2019-04-15,34.9,35.12,33.95,33.99,5383571,
000513.SZ,丽珠集团,2019-04-16,33.96,34.3,32.7,34.28,6525129,
000513.SZ,丽珠集团,2019-04-17,34.37,34.74,33.93,34.35,4811123,
000513.SZ,丽珠集团,2019-04-18,34.34,34.37,33.7,33.72,3790847,
000513.SZ,丽珠集团,2019-04-19,33.72,34.07,33.5,33.9,2545150,
000513.SZ,丽珠集团,2019-04-22,33.9,34.2,33.32,33.41,3454194,
000513.SZ,丽珠集团,2019-04-23,33.31,34.04,33.2,33.3,3604433,
000513.SZ,丽珠集团,2019-04-24,33.4,33.53,32.85,33.41,3020488,
000513.SZ,丽珠集团,2019-04-25,33.4,33.75,32.88,32.88,3533810,
000513.SZ,丽珠集团,2019-04-26,32.8,33.56,32.7,33.18,3800923,
000513.SZ,丽珠集团,2019-04-29,33.18,34.01,33.18,33.41,6013244,
000513.SZ,丽珠集团,2019-04-30,33.59,34.15,33.5,34.14,5516727,
000513.SZ,丽珠集团,2019-05-06,33.67,33.92,32.2,32.37,7681934,
000513.SZ,丽珠集团,2019-05-07,32.28,33.96,32.28,33.88,6202084,
000513.SZ,丽珠集团,2019-05-08,33.4,34.95,33.18,33.99,7398151,
000513.SZ,丽珠集团,2019-05-09,33.52,33.75,32.49,32.58,4973025,
000513.SZ,丽珠集团,2019-05-10,32.96,33.46,32.25,33.41,4790059,
000513.SZ,丽珠集团,2019-05-13,32.7,33.33,32.51,32.99,3313923,
000513.SZ,丽珠集团,2019-05-14,32.55,33.31,32.55,32.77,2955254,
000513.SZ,丽珠集团,2019-05-15,32.87,34.5,32.87,34.33,6609395,
000513.SZ,丽珠集团,2019-05-16,34.34,34.68,34.03,34.44,4423440,
000513.SZ,丽珠集团,2019-05-17,34.31,34.83,33.65,33.65,5054114,
000513.SZ,丽珠集团,2019-05-20,33.68,33.71,32.55,33.08,4326257,
000513.SZ,丽珠集团,2019-05-21,33.08,34.02,32.83,33.29,4617972,
000513.SZ,丽珠集团,2019-05-22,33.34,33.78,32.9,33.2,3956291,
000513.SZ,丽珠集团,2019-05-23,32.9,32.99,31.7,32.02,4240419,
000513.SZ,丽珠集团,2019-05-24,31.82,32.45,31.73,32.16,2185124,
