代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
000504.SZ,南华生物,2018-03-12,24.75,25.25,24.41,25.07,1448110,
000504.SZ,南华生物,2018-03-13,25.13,25.13,24.51,24.55,1972563,
000504.SZ,南华生物,2018-03-14,24.39,24.56,24.11,24.25,1166077,
000504.SZ,南华生物,2018-03-15,24.25,24.48,24,24.34,599110,
000504.SZ,南华生物,2018-03-16,24.43,24.8,24.2,24.37,706700,
000504.SZ,南华生物,2018-03-19,24.37,24.44,24,24.19,488199,
000504.SZ,南华生物,2018-03-20,24.02,24.6,23.9,24.16,1158201,
000504.SZ,南华生物,2018-03-21,24.13,24.19,23.92,24.16,1034904,
000504.SZ,南华生物,2018-03-22,24.16,24.2,23.5,23.56,969810,
000504.SZ,南华生物,2018-03-23,22.98,23.47,22,22.67,2054577,
000504.SZ,南华生物,2018-03-26,22.16,22.61,22.1,22.48,1273808,
000504.SZ,南华生物,2018-03-27,22.48,23.81,22.48,23.6,1013000,
000504.SZ,南华生物,2018-03-28,23.2,24.2,23.1,23.65,1264410,
000504.SZ,南华生物,2018-03-29,23.66,23.99,23.36,23.88,1580301,
000504.SZ,南华生物,2018-03-30,23.97,24.2,23.75,24,891711,
000504.SZ,南华生物,2018-04-02,23.5,24.53,23.5,24.2,1457200,
000504.SZ,南华生物,2018-04-03,23.9,24.45,23.8,24.13,1033520,
000504.SZ,南华生物,2018-04-04,24.15,24.5,24.02,24.27,1280901,
000504.SZ,南华生物,2018-04-09,24.02,24.55,23.75,24.02,2132700,
000504.SZ,南华生物,2018-04-10,24.05,24.33,23.85,24.03,1195300,
000504.SZ,南华生物,2018-04-11,24.17,24.24,23.71,23.95,1196156,
000504.SZ,南华生物,2018-04-12,24.1,24.1,23.32,23.6,708304,
000504.SZ,南华生物,2018-04-13,23.35,23.82,23.35,23.53,360900,
000504.SZ,南华生物,2018-04-16,23.54,23.54,22.33,22.59,1379813,
000504.SZ,南华生物,2018-04-17,22.59,23,22.33,22.59,584400,
000504.SZ,南华生物,2018-04-18,22.59,22.65,21.5,22.29,1272080,
000504.SZ,南华生物,2018-04-19,22.3,22.3,21.68,22.05,1208850,
000504.SZ,南华生物,2018-04-20,22.03,22.3,21.61,22.03,992900,
000504.SZ,南华生物,2018-04-23,22,22.18,21.62,21.91,696100,
000504.SZ,南华生物,2018-04-24,21.72,22.16,21.72,22,790400,
000504.SZ,南华生物,2018-04-25,22,22,21.68,21.9,605340,
000504.SZ,南华生物,2018-04-26,21.71,21.91,21.5,21.5,905400,
000504.SZ,南华生物,2018-04-27,21.5,21.98,20.8,21.71,1123354,
000504.SZ,南华生物,2018-05-02,21.4,21.84,21.21,21.7,340704,
000504.SZ,南华生物,2018-05-03,21.69,21.75,21.41,21.69,497500,
000504.SZ,南华生物,2018-05-04,21.68,22.1,21.22,21.68,1145701,
000504.SZ,南华生物,2018-05-07,21.8,22.51,21.45,22.2,1930002,
000504.SZ,南华生物,2018-05-08,22.36,23.6,21.95,23.2,4365926,
000504.SZ,南华生物,2018-05-09,22.82,22.9,22.02,22.3,1784944,
000504.SZ,南华生物,2018-05-10,22.25,22.25,21.86,21.87,886500,
000504.SZ,南华生物,2018-05-11,21.89,22.09,21.28,21.6,1193300,
000504.SZ,南华生物,2018-05-14,21.6,21.77,21.19,21.72,755745,
000504.SZ,南华生物,2018-05-15,21.88,21.88,21.5,21.79,816152,
000504.SZ,南华生物,2018-05-16,21.8,21.87,21.56,21.72,472031,
000504.SZ,南华生物,2018-05-17,21.5,21.81,21.32,21.75,631800,
000504.SZ,南华生物,2018-05-18,21.73,21.91,21.4,21.91,993901,
000504.SZ,南华生物,2018-05-21,21.92,21.99,21.71,21.96,953443,
000504.SZ,南华生物,2018-05-22,21.81,21.96,21.63,21.8,792700,
000504.SZ,南华生物,2018-05-23,21.8,21.8,21.31,21.75,1656500,
000504.SZ,南华生物,2018-05-24,21.77,22.01,21.56,21.91,1935958,
000504.SZ,南华生物,2018-05-25,21.9,21.93,21.71,21.88,1551600,
000504.SZ,南华生物,2018-05-28,21.88,22.01,21.74,21.93,613696,
000504.SZ,南华生物,2018-05-29,21.93,22.06,21.77,21.9,863402,
000504.SZ,南华生物,2018-05-30,21.65,22.47,21.63,22.25,1875079,
000504.SZ,南华生物,2018-05-31,22.4,22.9,22.2,22.3,1088350,
000504.SZ,南华生物,2018-06-01,22.28,22.35,22.08,22.22,822316,
000504.SZ,南华生物,2018-06-04,22.16,22.35,21.59,21.9,1669529,
000504.SZ,南华生物,2018-06-05,21.94,22.38,21.76,21.87,1163750,
000504.SZ,南华生物,2018-06-06,22,22.36,21.87,22.28,1488929,
000504.SZ,南华生物,2018-06-07,22.34,22.39,22.1,22.18,647201,
000504.SZ,南华生物,2018-06-08,22.2,22.24,21.84,22.07,616431,
000504.SZ,南华生物,2018-06-11,22.18,23.47,22.07,23.15,3947580,
000504.SZ,南华生物,2018-06-12,23.59,23.59,22.79,22.79,1295900,
000504.SZ,南华生物,2018-06-13,23.3,23.3,22.68,22.78,1105492,
000504.SZ,南华生物,2018-06-14,22.9,23,22.49,22.81,1087811,
000504.SZ,南华生物,2018-06-15,22.85,22.96,22.13,22.44,1019702,
000504.SZ,南华生物,2018-06-19,22.38,22.4,20.2,21.25,3367059,
000504.SZ,南华生物,2018-06-20,21.06,21.59,19.61,20.48,2413900,
000504.SZ,南华生物,2018-06-21,20.71,20.75,19.91,20.5,1385400,
000504.SZ,南华生物,2018-06-22,20.3,20.48,19.53,20.48,2860700,
000504.SZ,南华生物,2018-06-25,20.5,20.84,20,20.59,1090100,
000504.SZ,南华生物,2018-06-26,20.4,20.4,19.78,20.4,2204980,
000504.SZ,南华生物,2018-06-27,20.36,20.4,20.1,20.4,1162280,
000504.SZ,南华生物,2018-06-28,20.4,21.35,20.2,21.15,1532700,
000504.SZ,南华生物,2018-06-29,21.06,21.87,21.06,21.7,1650501,
000504.SZ,南华生物,2018-07-02,21.7,21.9,21.4,21.85,725947,
000504.SZ,南华生物,2018-07-03,21.8,22.45,21.51,21.9,918700,
000504.SZ,南华生物,2018-07-04,21.9,22.3,21.61,21.72,622300,
000504.SZ,南华生物,2018-07-05,21.87,22.07,20.78,20.78,749259,
000504.SZ,南华生物,2018-07-06,20.79,21.33,20.02,20.45,1006009,
000504.SZ,南华生物,2018-07-09,20.5,21.15,20.27,20.73,569000,
000504.SZ,南华生物,2018-07-10,20.73,21.18,20.5,20.78,446889,
000504.SZ,南华生物,2018-07-11,20.78,21.09,20.32,20.58,440900,
000504.SZ,南华生物,2018-07-12,20.68,20.95,20.5,20.9,740600,
000504.SZ,南华生物,2018-07-13,20.9,21.19,20.6,20.6,589700,
000504.SZ,南华生物,2018-07-16,20.4,20.93,20.39,20.6,496800,
000504.SZ,南华生物,2018-07-17,20.6,20.86,20.01,20.48,536100,
000504.SZ,南华生物,2018-07-18,20.62,20.69,20.3,20.43,539220,
000504.SZ,南华生物,2018-07-19,20.44,20.83,20.07,20.46,1071400,
000504.SZ,南华生物,2018-07-20,20.6,20.77,20.05,20.58,789301,
000504.SZ,南华生物,2018-07-23,20.5,21.33,20.22,21.3,1321300,
000504.SZ,南华生物,2018-07-24,21.28,21.53,20.92,21.07,1715000,
000504.SZ,南华生物,2018-07-25,21.06,21.24,20.61,20.61,714200,
000504.SZ,南华生物,2018-07-26,20.79,20.95,20.42,20.48,487500,
000504.SZ,南华生物,2018-07-27,20.64,20.9,20.23,20.38,847700,
000504.SZ,南华生物,2018-07-30,20.38,20.69,20.2,20.4,929281,
000504.SZ,南华生物,2018-07-31,20.35,20.6,20.01,20.35,1078600,
000504.SZ,南华生物,2018-08-01,20.39,20.55,20.05,20.33,1107100,
000504.SZ,南华生物,2018-08-02,20.39,20.39,19.61,20.11,1294595,
000504.SZ,南华生物,2018-08-03,20.1,20.39,19.6,19.6,1153201,
000504.SZ,南华生物,2018-08-06,19.6,19.95,18,18.9,2471600,
000504.SZ,南华生物,2018-08-07,18.9,19.5,18.5,18.86,2380800,
000504.SZ,南华生物,2018-08-08,18.85,18.88,17.5,17.71,3624200,
000504.SZ,南华生物,2018-08-09,17.68,17.68,15.94,15.94,3084600,
000504.SZ,南华生物,2018-08-10,14.35,14.35,14.35,14.35,896200,
000504.SZ,南华生物,2018-08-13,12.92,14.2,12.92,12.92,12677967,
000504.SZ,南华生物,2018-08-14,12.32,12.79,11.63,11.63,18281567,
000504.SZ,南华生物,2018-08-15,11.39,11.58,10.67,10.94,11152203,
000504.SZ,南华生物,2018-08-16,10.84,11.44,10.7,11.32,10173203,
000504.SZ,南华生物,2018-08-17,11.28,11.88,11.09,11.53,6632039,
000504.SZ,南华生物,2018-08-20,11.62,11.95,11.51,11.55,4611500,
000504.SZ,南华生物,2018-08-21,11.56,11.8,11.36,11.66,3154551,
000504.SZ,南华生物,2018-08-22,11.56,11.95,11.56,11.78,3158038,
000504.SZ,南华生物,2018-08-23,11.71,11.93,11.71,11.72,1671600,
000504.SZ,南华生物,2018-08-24,11.73,11.81,11.23,11.52,1333099,
000504.SZ,南华生物,2018-08-27,11.62,12.19,11.54,12.05,3098789,
000504.SZ,南华生物,2018-08-28,12.17,12.17,11.78,11.99,1630200,
000504.SZ,南华生物,2018-08-29,12.01,12.14,11.83,12,1109590,
000504.SZ,南华生物,2018-08-30,12,12.24,11.76,11.81,985600,
000504.SZ,南华生物,2018-08-31,11.77,11.92,11.56,11.65,1222000,
000504.SZ,南华生物,2018-09-03,11.83,11.83,10.49,10.6,4682100,
000504.SZ,南华生物,2018-09-04,10.54,11.48,10.46,11.4,3640791,
000504.SZ,南华生物,2018-09-05,11.74,11.74,10.98,11.04,2458400,
000504.SZ,南华生物,2018-09-06,11,11.23,10.81,11.15,1390010,
000504.SZ,南华生物,2018-09-07,11.16,11.88,11.15,11.52,1984908,
000504.SZ,南华生物,2018-09-10,11.75,11.75,10.71,10.93,1565012,
000504.SZ,南华生物,2018-09-11,11.05,11.06,10.79,10.83,1528600,
000504.SZ,南华生物,2018-09-12,10.75,10.98,10.7,10.82,1185591,
000504.SZ,南华生物,2018-09-13,11.03,11.16,10.82,10.87,1427800,
000504.SZ,南华生物,2018-09-14,11.03,11.03,10.4,10.48,1457044,
000504.SZ,南华生物,2018-09-17,10.42,10.68,10.13,10.66,1891664,
000504.SZ,南华生物,2018-09-18,10.56,10.87,10.33,10.8,1553291,
000504.SZ,南华生物,2018-09-19,10.74,11.05,10.57,11.02,1811301,
000504.SZ,南华生物,2018-09-20,11.2,11.2,10.83,11.01,1706110,
000504.SZ,南华生物,2018-09-21,10.93,12.11,10.93,12.11,3831847,
000504.SZ,南华生物,2018-09-25,12.31,13.32,12.16,13.32,8180852,
000504.SZ,南华生物,2018-09-26,13.91,14.54,13.2,14.22,11109749,
000504.SZ,南华生物,2018-09-27,13.6,13.98,13.16,13.28,7381436,
000504.SZ,南华生物,2018-09-28,13.45,13.5,13.03,13.27,4032984,
000504.SZ,南华生物,2018-10-08,13.19,13.25,12.55,13.05,2040705,
000504.SZ,南华生物,2018-10-09,13.05,13.19,12.6,12.92,1920572,
000504.SZ,南华生物,2018-10-10,13.05,13.8,12.71,13.57,2555903,
000504.SZ,南华生物,2018-10-11,13.1,13.44,12.24,12.5,3219600,
000504.SZ,南华生物,2018-10-12,12.86,13.19,12,13.17,3280438,
000504.SZ,南华生物,2018-10-15,12.68,13.57,12.68,13.21,2348343,
000504.SZ,南华生物,2018-10-16,13.2,13.35,12.82,13.04,1396602,
000504.SZ,南华生物,2018-10-17,13.14,13.3,12.7,13.2,1445012,
000504.SZ,南华生物,2018-10-18,13.17,13.17,12.46,12.85,1533000,
000504.SZ,南华生物,2018-10-19,12.78,13,12.54,12.77,2474700,
000504.SZ,南华生物,2018-10-22,12.95,13.79,12.78,13.44,2986300,
000504.SZ,南华生物,2018-10-23,13.56,14.47,13.33,14.07,4317752,
000504.SZ,南华生物,2018-10-24,14.15,14.26,13.72,13.72,2358501,
000504.SZ,南华生物,2018-10-25,13.25,14.88,13.07,14.57,5510418,
000504.SZ,南华生物,2018-10-26,14.51,15.49,14.36,15.15,6455162,
000504.SZ,南华生物,2018-10-29,15.1,15.1,14.6,14.87,3262164,
000504.SZ,南华生物,2018-10-30,14.86,16.01,14.55,15.45,3863910,
000504.SZ,南华生物,2018-10-31,15.54,15.78,15.22,15.52,2768431,
000504.SZ,南华生物,2018-11-01,15.52,15.52,15.1,15.12,2255301,
000504.SZ,南华生物,2018-11-02,15.28,15.38,15,15.18,1468310,
000504.SZ,南华生物,2018-11-05,15.25,15.29,14.86,15,1301800,
000504.SZ,南华生物,2018-11-06,15.05,15.82,15,15.36,2312271,
000504.SZ,南华生物,2018-11-07,15.36,15.68,14.95,15.03,1572200,
000504.SZ,南华生物,2018-11-08,15.02,15.17,14.8,15,1110950,
000504.SZ,南华生物,2018-11-09,14.9,15.12,14.65,14.8,699480,
000504.SZ,南华生物,2018-11-12,14.81,15.08,14.67,14.98,698000,
000504.SZ,南华生物,2018-11-13,14.9,15.36,14.8,15.16,1667512,
000504.SZ,南华生物,2018-11-14,15.15,15.37,15.11,15.23,1158889,
000504.SZ,南华生物,2018-11-15,15.32,15.42,15.12,15.28,1053300,
000504.SZ,南华生物,2018-11-16,15.28,15.28,15.13,15.15,1067928,
000504.SZ,南华生物,2018-11-19,15.18,15.18,14.3,14.69,2207962,
000504.SZ,南华生物,2018-11-20,14.51,14.78,14.3,14.3,936593,
000504.SZ,南华生物,2018-11-21,14.01,14.38,13.67,14.12,1204351,
000504.SZ,南华生物,2018-11-22,14.13,14.33,14.05,14.27,690301,
000504.SZ,南华生物,2018-11-23,14.4,14.4,13.5,13.74,947561,
000504.SZ,南华生物,2018-11-26,13.62,13.85,13.39,13.67,680560,
000504.SZ,南华生物,2018-11-27,13.54,13.75,13.54,13.71,463760,
000504.SZ,南华生物,2018-11-28,13.63,13.77,13.36,13.55,751701,
000504.SZ,南华生物,2018-11-29,13.63,13.67,13.05,13.05,837800,
000504.SZ,南华生物,2018-11-30,13.05,13.11,12.12,12.67,1268600,
000504.SZ,南华生物,2018-12-03,13,13.28,12.81,12.96,1440400,
000504.SZ,南华生物,2018-12-04,13.07,13.6,12.92,13.47,2097989,
000504.SZ,南华生物,2018-12-05,13.47,13.85,12.97,13.37,2562572,
000504.SZ,南华生物,2018-12-06,13.36,13.36,12.75,12.9,1204006,
000504.SZ,南华生物,2018-12-07,12.9,13.12,12.81,12.91,513000,
000504.SZ,南华生物,2018-12-10,12.88,13.04,12.71,12.83,501994,
000504.SZ,南华生物,2018-12-11,12.91,12.92,12.71,12.83,482301,
000504.SZ,南华生物,2018-12-12,12.75,13.08,12.75,13.01,580000,
000504.SZ,南华生物,2018-12-13,12.99,13.14,12.88,13.08,931695,
000504.SZ,南华生物,2018-12-14,13.19,13.19,12.98,13.13,595200,
000504.SZ,南华生物,2018-12-17,13.03,13.04,12.78,13,479000,
000504.SZ,南华生物,2018-12-18,13.04,13.04,12.73,12.91,462800,
000504.SZ,南华生物,2018-12-19,12.86,12.93,12.58,12.8,563300,
000504.SZ,南华生物,2018-12-20,12.7,12.83,12.62,12.7,579700,
000504.SZ,南华生物,2018-12-21,12.7,12.73,12.4,12.6,608918,
000504.SZ,南华生物,2018-12-24,12.53,12.73,12.53,12.66,432810,
000504.SZ,南华生物,2018-12-25,12.69,12.88,12.42,12.81,904923,
000504.SZ,南华生物,2018-12-26,12.79,12.95,12.65,12.66,343800,
000504.SZ,南华生物,2018-12-27,12.69,12.78,12.3,12.45,752500,
000504.SZ,南华生物,2018-12-28,12.45,12.5,12.31,12.47,391400,
000504.SZ,南华生物,2019-01-02,12.46,12.63,12.34,12.51,334501,
000504.SZ,南华生物,2019-01-03,12.45,13.5,12.4,12.83,1231301,
000504.SZ,南华生物,2019-01-04,12.88,12.99,12.7,12.98,745902,
000504.SZ,南华生物,2019-01-07,13.1,13.2,12.86,13,647000,
000504.SZ,南华生物,2019-01-08,13.07,13.07,12.75,12.83,896244,
000504.SZ,南华生物,2019-01-09,12.76,12.96,12.66,12.8,978400,
000504.SZ,南华生物,2019-01-10,12.8,13.09,12.73,12.78,570700,
000504.SZ,南华生物,2019-01-11,12.74,13,12.6,12.97,781177,
000504.SZ,南华生物,2019-01-14,12.96,13.01,12.65,12.67,441202,
000504.SZ,南华生物,2019-01-15,12.79,12.79,12.5,12.66,444064,
000504.SZ,南华生物,2019-01-16,12.75,12.93,12.61,12.76,287200,
000504.SZ,南华生物,2019-01-17,12.87,12.87,12.52,12.65,340490,
000504.SZ,南华生物,2019-01-18,12.65,12.79,12.54,12.66,256977,
000504.SZ,南华生物,2019-01-21,12.57,12.72,12.53,12.53,318900,
000504.SZ,南华生物,2019-01-22,12.47,12.66,12.47,12.55,306777,
000504.SZ,南华生物,2019-01-23,12.45,12.55,12.38,12.44,252700,
000504.SZ,南华生物,2019-01-24,12.41,12.48,12.3,12.35,449700,
000504.SZ,南华生物,2019-01-25,12.3,12.36,11.51,11.79,1259310,
000504.SZ,南华生物,2019-01-28,12.14,12.45,10.77,12.19,1961500,
000504.SZ,南华生物,2019-01-29,12.2,12.5,11.95,12.3,1182300,
000504.SZ,南华生物,2019-01-30,12.24,12.6,11.96,12.18,1283061,
000504.SZ,南华生物,2019-01-31,12.18,12.3,11.63,12.1,1172601,
000504.SZ,南华生物,2019-02-01,12.13,12.56,12.13,12.56,873723,
000504.SZ,南华生物,2019-02-11,12.56,12.86,12.32,12.58,956800,
000504.SZ,南华生物,2019-02-12,12.47,12.6,12.47,12.6,437404,
000504.SZ,南华生物,2019-02-13,12.78,12.78,12.53,12.62,590105,
000504.SZ,南华生物,2019-02-14,12.7,12.72,12.45,12.72,1139336,
000504.SZ,南华生物,2019-02-15,12.72,13.99,12.57,13.86,3689630,
000504.SZ,南华生物,2019-02-18,13.76,14.1,13.54,14.05,2270111,
000504.SZ,南华生物,2019-02-19,13.95,14.04,13.51,13.59,1497039,
000504.SZ,南华生物,2019-02-20,13.46,13.64,13.18,13.28,1801086,
000504.SZ,南华生物,2019-02-21,13.2,13.41,13.12,13.3,1496827,
000504.SZ,南华生物,2019-02-22,13.24,13.48,13.13,13.18,1608950,
000504.SZ,南华生物,2019-02-25,13.27,13.79,13.12,13.58,3146505,
000504.SZ,南华生物,2019-02-26,13.55,13.84,13.23,13.41,2656992,
000504.SZ,南华生物,2019-02-27,13.46,13.56,13.2,13.27,1777494,
000504.SZ,南华生物,2019-02-28,13.2,13.86,12.99,13.2,2432100,
000504.SZ,南华生物,2019-03-01,13.2,13.27,12.93,13.02,1598930,
000504.SZ,南华生物,2019-03-04,13.02,13.58,13.02,13.27,2851649,
000504.SZ,南华生物,2019-03-05,13.27,13.43,13.18,13.43,2832753,
000504.SZ,南华生物,2019-03-06,13.64,14.35,13.61,13.96,4524946,
000504.SZ,南华生物,2019-03-07,13.99,14.25,13.71,14.17,4170234,
000504.SZ,南华生物,2019-03-08,13.98,14.56,13.6,13.63,4673388,
000504.SZ,南华生物,2019-03-11,13.63,14,13.4,13.96,3281027,
000504.SZ,南华生物,2019-03-12,14.06,14.4,13.94,14.1,3355117,
000504.SZ,南华生物,2019-03-13,14.11,14.15,13.68,13.91,2499700,
000504.SZ,南华生物,2019-03-14,13.9,13.9,13.18,13.57,2832085,
000504.SZ,南华生物,2019-03-15,13.69,13.97,13.5,13.78,1953862,
000504.SZ,南华生物,2019-03-18,13.9,13.95,13.51,13.92,2090349,
000504.SZ,南华生物,2019-03-19,14,14.39,13.85,14.18,2840418,
000504.SZ,南华生物,2019-03-20,14.19,15.6,14.13,15.6,7619683,
000504.SZ,南华生物,2019-03-21,15.85,17.16,15.77,17.16,10060825,
000504.SZ,南华生物,2019-03-22,17.5,18.45,16.19,16.74,12874401,
000504.SZ,南华生物,2019-03-25,16.66,17.5,16.25,17.34,6989598,
000504.SZ,南华生物,2019-03-26,17.01,17.14,15.62,16.4,4696783,
000504.SZ,南华生物,2019-03-27,16.28,16.49,15.51,16.13,3490978,
000504.SZ,南华生物,2019-03-28,16,16.86,15.51,16.05,3128601,
000504.SZ,南华生物,2019-03-29,16.2,16.55,15.76,16.29,2091823,
000504.SZ,南华生物,2019-04-01,16.36,16.8,16.1,16.59,3711092,
000504.SZ,南华生物,2019-04-02,16.59,17.2,16.5,16.78,3878300,
000504.SZ,南华生物,2019-04-03,16.59,16.66,16.06,16.37,2198586,
000504.SZ,南华生物,2019-04-04,16.3,17,16.17,16.28,3230823,
000504.SZ,南华生物,2019-04-08,16.28,16.88,15.86,16.13,3444463,
000504.SZ,南华生物,2019-04-09,16.13,16.55,15.72,16.44,2925231,
000504.SZ,南华生物,2019-04-10,16.44,16.74,16.27,16.5,3128626,
000504.SZ,南华生物,2019-04-11,16.49,16.69,16,16.08,1698260,
000504.SZ,南华生物,2019-04-12,16,16.35,15.61,15.7,1973901,
000504.SZ,南华生物,2019-04-15,15.86,15.88,15.35,15.49,2213441,
000504.SZ,南华生物,2019-04-16,15.5,15.55,14.75,14.99,2914367,
000504.SZ,南华生物,2019-04-17,14.91,15.01,14.58,14.61,3919682,
000504.SZ,南华生物,2019-04-18,14.62,14.89,14.31,14.43,4002913,
000504.SZ,南华生物,2019-04-19,14.5,14.53,13.96,14.19,4376143,
000504.SZ,南华生物,2019-04-22,14.19,14.33,13.96,14.16,5473353,
000504.SZ,南华生物,2019-04-23,14.18,15.58,14.17,14.83,7902220,
000504.SZ,南华生物,2019-04-24,14.42,14.99,14.38,14.55,4066679,
000504.SZ,南华生物,2019-04-25,14.5,14.59,13.42,13.42,4755501,
000504.SZ,南华生物,2019-04-26,13.16,13.5,12.79,12.92,3330763,
000504.SZ,南华生物,2019-04-29,12.53,12.67,11.63,11.63,4899582,
000504.SZ,南华生物,2019-04-30,11.63,11.63,11.63,11.63,--,
000504.SZ,南华生物,2019-05-06,11.05,11.63,11.05,11.55,5814581,
000504.SZ,南华生物,2019-05-07,11.55,12.13,11.55,12.13,2893220,
000504.SZ,南华生物,2019-05-08,12.49,12.74,12.15,12.74,1989493,
000504.SZ,南华生物,2019-05-09,13.16,13.38,12.8,13.38,812100,
000504.SZ,南华生物,2019-05-10,14.04,14.05,12.78,13.61,5097194,
000504.SZ,南华生物,2019-05-13,13.25,13.8,13.25,13.7,1326642,
000504.SZ,南华生物,2019-05-14,13.97,13.97,13.52,13.73,1009200,
000504.SZ,南华生物,2019-05-15,13.61,14.05,13.3,13.51,1419130,
000504.SZ,南华生物,2019-05-16,13.4,13.8,13.36,13.57,1005767,
000504.SZ,南华生物,2019-05-17,13.79,13.79,13.35,13.51,871100,
000504.SZ,南华生物,2019-05-20,13.36,13.51,12.83,13,1092131,
000504.SZ,南华生物,2019-05-21,12.88,13.65,12.86,13.56,1142700,
000504.SZ,南华生物,2019-05-22,14,14,13.27,13.52,776072,
000504.SZ,南华生物,2019-05-23,13.41,13.77,13.39,13.48,568800,
000504.SZ,南华生物,2019-05-24,13.39,13.55,13.39,13.49,492052,
000504.SZ,南华生物,2019-05-27,13.49,13.58,13.28,13.5,477309,
000504.SZ,南华生物,2019-05-28,13.66,13.66,13.36,13.49,575400,
000504.SZ,南华生物,2019-05-29,13.62,13.7,13.24,13.26,560500,
000504.SZ,南华生物,2019-05-30,13.38,13.92,13.35,13.55,950500,
000504.SZ,南华生物,2019-05-31,13.63,13.63,13.24,13.39,674000,
000504.SZ,南华生物,2019-06-03,13.39,13.39,12.72,12.72,833500,
000504.SZ,南华生物,2019-06-04,12.73,13.18,12.65,13,702601,
000504.SZ,南华生物,2019-06-05,13.12,13.34,13.01,13.14,402200,
000504.SZ,南华生物,2019-06-06,13.14,13.21,12.7,13.05,600500,
000504.SZ,南华生物,2019-06-10,13.38,13.38,13.04,13.34,1039610,
000504.SZ,南华生物,2019-06-11,13.35,13.35,13.05,13.28,664700,
000504.SZ,南华生物,2019-06-12,13.29,13.29,13.02,13.15,365500,
000504.SZ,南华生物,2019-06-13,13.19,13.19,12.72,12.77,914700,
000504.SZ,南华生物,2019-06-14,12.71,12.8,12.51,12.78,547554,
000504.SZ,南华生物,2019-06-17,12.75,12.93,12.14,12.28,868400,
000504.SZ,南华生物,2019-06-18,12.2,12.2,11.67,11.67,470200,
000504.SZ,南华生物,2019-06-19,11.55,12.25,11.09,11.66,2110539,
000504.SZ,南华生物,2019-06-20,11.9,11.9,11.08,11.25,1382800,
000504.SZ,南华生物,2019-06-21,11.18,11.65,11.12,11.65,1332046,
000504.SZ,南华生物,2019-06-24,11.66,11.8,11.47,11.69,587064,
