代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
000505.SZ,京粮控股,2018-07-31,6.32,6.34,6.25,6.32,1634101,
000505.SZ,京粮控股,2018-08-01,6.32,6.38,6.22,6.23,1847000,
000505.SZ,京粮控股,2018-08-02,6.19,6.19,5.82,5.92,3612600,
000505.SZ,京粮控股,2018-08-03,5.9,6.07,5.88,5.98,2239300,
000505.SZ,京粮控股,2018-08-06,5.98,6.1,5.82,5.84,2550000,
000505.SZ,京粮控股,2018-08-07,5.84,5.97,5.76,5.97,2595600,
000505.SZ,京粮控股,2018-08-08,5.9,6,5.9,5.93,1669000,
000505.SZ,京粮控股,2018-08-09,5.93,6.04,5.82,6.01,2934405,
000505.SZ,京粮控股,2018-08-10,6.01,6.61,5.97,6.46,13813035,
000505.SZ,京粮控股,2018-08-13,6.21,6.33,6.14,6.3,8442254,
000505.SZ,京粮控股,2018-08-14,6.24,6.27,6.18,6.21,3829489,
000505.SZ,京粮控股,2018-08-15,6.2,6.24,6.06,6.08,3372500,
000505.SZ,京粮控股,2018-08-16,5.96,6.09,5.95,6.01,2489000,
000505.SZ,京粮控股,2018-08-17,6.03,6.08,5.8,5.84,2873800,
000505.SZ,京粮控股,2018-08-20,5.8,5.91,5.77,5.91,1697606,
000505.SZ,京粮控股,2018-08-21,5.86,6.01,5.81,5.96,2081700,
000505.SZ,京粮控股,2018-08-22,5.96,6.03,5.88,6,1892200,
000505.SZ,京粮控股,2018-08-23,6.01,6.02,5.94,5.97,1681206,
000505.SZ,京粮控股,2018-08-24,5.94,6.03,5.85,5.97,1737600,
000505.SZ,京粮控股,2018-08-27,5.96,6.05,5.94,6.04,2420200,
000505.SZ,京粮控股,2018-08-28,6.03,6.06,6,6.06,1892100,
000505.SZ,京粮控股,2018-08-29,6.07,6.07,5.91,5.95,1512300,
000505.SZ,京粮控股,2018-08-30,5.94,6.01,5.83,5.85,1592563,
000505.SZ,京粮控股,2018-08-31,5.89,5.89,5.78,5.8,979400,
000505.SZ,京粮控股,2018-09-03,5.81,5.81,5.65,5.74,1362401,
000505.SZ,京粮控股,2018-09-04,5.74,5.84,5.74,5.83,1183400,
000505.SZ,京粮控股,2018-09-05,5.83,5.85,5.68,5.68,1190137,
000505.SZ,京粮控股,2018-09-06,5.66,5.73,5.56,5.57,1958100,
000505.SZ,京粮控股,2018-09-07,5.57,5.67,5.56,5.61,1484800,
000505.SZ,京粮控股,2018-09-10,5.61,5.65,5.47,5.5,1454400,
000505.SZ,京粮控股,2018-09-11,5.49,5.5,5.05,5.27,4251216,
000505.SZ,京粮控股,2018-09-12,5.28,5.28,5.14,5.23,1454600,
000505.SZ,京粮控股,2018-09-13,5.27,5.38,5.25,5.29,1160300,
000505.SZ,京粮控股,2018-09-14,5.28,5.36,5.26,5.32,1063800,
000505.SZ,京粮控股,2018-09-17,5.28,5.31,5.18,5.2,1083400,
000505.SZ,京粮控股,2018-09-18,5.21,5.27,5.15,5.26,1780201,
000505.SZ,京粮控股,2018-09-19,5.24,5.35,5.22,5.32,1895700,
000505.SZ,京粮控股,2018-09-20,5.27,5.38,5.27,5.29,1402400,
000505.SZ,京粮控股,2018-09-21,5.3,5.39,5.3,5.38,1734700,
000505.SZ,京粮控股,2018-09-25,5.36,5.42,5.26,5.41,1939800,
000505.SZ,京粮控股,2018-09-26,5.38,5.42,5.36,5.38,1522100,
000505.SZ,京粮控股,2018-09-27,5.37,5.4,5.23,5.23,1741300,
000505.SZ,京粮控股,2018-09-28,5.48,5.75,5.48,5.75,13030953,
000505.SZ,京粮控股,2018-10-08,5.66,6.33,5.55,6.33,27258087,
000505.SZ,京粮控股,2018-10-09,6.5,6.62,6.06,6.18,25160267,
000505.SZ,京粮控股,2018-10-10,5.99,6.06,5.91,5.93,14548043,
000505.SZ,京粮控股,2018-10-11,5.66,5.69,5.34,5.48,12642965,
000505.SZ,京粮控股,2018-10-12,5.39,5.5,5.14,5.38,8088068,
000505.SZ,京粮控股,2018-10-15,5.38,5.92,5.33,5.92,12615553,
000505.SZ,京粮控股,2018-10-16,6.05,6.21,5.7,5.92,19455097,
000505.SZ,京粮控股,2018-10-17,6.14,6.2,5.83,5.96,13389536,
000505.SZ,京粮控股,2018-10-18,5.76,5.8,5.36,5.5,10093223,
000505.SZ,京粮控股,2018-10-19,5.31,5.56,5.19,5.51,7393383,
000505.SZ,京粮控股,2018-10-22,5.51,5.98,5.51,5.75,9833471,
000505.SZ,京粮控股,2018-10-23,5.64,5.99,5.57,5.87,10463679,
000505.SZ,京粮控股,2018-10-24,5.74,5.87,5.65,5.7,6546663,
000505.SZ,京粮控股,2018-10-25,5.4,5.67,5.33,5.6,5039024,
000505.SZ,京粮控股,2018-10-26,5.6,6.16,5.6,6.03,17933468,
000505.SZ,京粮控股,2018-10-29,5.92,5.94,5.71,5.71,10763779,
000505.SZ,京粮控股,2018-10-30,5.64,6.28,5.6,6.28,18626745,
000505.SZ,京粮控股,2018-10-31,6.19,6.33,6.08,6.22,16519053,
000505.SZ,京粮控股,2018-11-01,6.17,6.5,6.12,6.48,18073238,
000505.SZ,京粮控股,2018-11-02,6.4,6.59,6.33,6.5,17927485,
000505.SZ,京粮控股,2018-11-05,6.45,6.47,6.28,6.34,11271301,
000505.SZ,京粮控股,2018-11-06,6.33,6.33,6.17,6.25,7683200,
000505.SZ,京粮控股,2018-11-07,6.23,6.38,6.16,6.16,7820800,
000505.SZ,京粮控股,2018-11-08,6.19,6.25,6.12,6.21,6186200,
000505.SZ,京粮控股,2018-11-09,6.21,6.22,6.05,6.08,4774200,
000505.SZ,京粮控股,2018-11-12,6.05,6.2,6,6.2,5845351,
000505.SZ,京粮控股,2018-11-13,6.07,6.32,6.05,6.19,10718351,
000505.SZ,京粮控股,2018-11-14,6.17,6.45,6.09,6.21,14224490,
000505.SZ,京粮控股,2018-11-15,6.3,6.4,6.22,6.34,11752089,
000505.SZ,京粮控股,2018-11-16,6.3,6.65,6.19,6.5,17503020,
000505.SZ,京粮控股,2018-11-19,6.45,6.87,6.39,6.74,20666336,
000505.SZ,京粮控股,2018-11-20,6.6,6.73,6.33,6.45,14782834,
000505.SZ,京粮控股,2018-11-21,6.35,6.42,6.22,6.39,7900134,
000505.SZ,京粮控股,2018-11-22,6.42,6.42,6.25,6.3,5639700,
000505.SZ,京粮控股,2018-11-23,6.3,6.34,5.98,6,8300901,
000505.SZ,京粮控股,2018-11-26,6,6.06,5.95,5.99,3216302,
000505.SZ,京粮控股,2018-11-27,6.03,6.11,6.01,6.1,3774401,
000505.SZ,京粮控股,2018-11-28,6.07,6.48,6,6.41,9781129,
000505.SZ,京粮控股,2018-11-29,6.31,6.41,6.15,6.15,7696101,
000505.SZ,京粮控股,2018-11-30,6.13,6.29,6,6.25,4447588,
000505.SZ,京粮控股,2018-12-03,6.37,6.43,6.26,6.38,7150089,
000505.SZ,京粮控股,2018-12-04,6.44,6.83,6.43,6.6,14962437,
000505.SZ,京粮控股,2018-12-05,6.49,7.26,6.44,6.87,32631777,
000505.SZ,京粮控股,2018-12-06,6.96,6.96,6.57,6.62,18064877,
000505.SZ,京粮控股,2018-12-07,6.61,6.7,6.45,6.56,11194700,
000505.SZ,京粮控股,2018-12-10,6.45,6.54,6.22,6.29,9126496,
000505.SZ,京粮控股,2018-12-11,6.32,6.5,6.29,6.5,8012351,
000505.SZ,京粮控股,2018-12-12,6.49,6.64,6.4,6.51,8687085,
000505.SZ,京粮控股,2018-12-13,6.51,6.63,6.41,6.53,7482801,
000505.SZ,京粮控股,2018-12-14,6.47,6.63,6.28,6.3,7316801,
000505.SZ,京粮控股,2018-12-17,6.25,6.29,6.1,6.19,5913300,
000505.SZ,京粮控股,2018-12-18,6.12,6.19,6,6.15,7213101,
000505.SZ,京粮控股,2018-12-19,6.14,6.19,6.09,6.15,3238621,
000505.SZ,京粮控股,2018-12-20,6.05,6.17,6.05,6.11,3468150,
000505.SZ,京粮控股,2018-12-21,6.09,6.14,5.86,5.92,5105450,
000505.SZ,京粮控股,2018-12-24,5.92,5.97,5.86,5.92,3430860,
000505.SZ,京粮控股,2018-12-25,5.86,5.86,5.45,5.67,6875354,
000505.SZ,京粮控股,2018-12-26,5.64,5.69,5.57,5.6,3212096,
000505.SZ,京粮控股,2018-12-27,5.67,5.71,5.36,5.38,4157870,
000505.SZ,京粮控股,2018-12-28,5.42,5.59,5.4,5.52,3931064,
000505.SZ,京粮控股,2019-01-02,5.56,5.68,5.48,5.5,3536300,
000505.SZ,京粮控股,2019-01-03,5.55,5.59,5.42,5.57,3116900,
000505.SZ,京粮控股,2019-01-04,5.52,5.76,5.43,5.72,5346057,
000505.SZ,京粮控股,2019-01-07,5.75,5.97,5.67,5.9,7029001,
000505.SZ,京粮控股,2019-01-08,5.85,5.96,5.77,5.9,5582853,
000505.SZ,京粮控股,2019-01-09,5.92,5.97,5.79,5.81,6169564,
000505.SZ,京粮控股,2019-01-10,5.78,5.86,5.74,5.78,3340245,
000505.SZ,京粮控股,2019-01-11,5.77,5.83,5.73,5.79,3191567,
000505.SZ,京粮控股,2019-01-14,5.79,5.83,5.75,5.82,3024657,
000505.SZ,京粮控股,2019-01-15,5.82,5.9,5.78,5.88,3577557,
000505.SZ,京粮控股,2019-01-16,5.86,5.92,5.8,5.82,2936000,
000505.SZ,京粮控股,2019-01-17,5.82,5.83,5.65,5.67,2764799,
000505.SZ,京粮控股,2019-01-18,5.72,5.81,5.67,5.77,2573100,
000505.SZ,京粮控股,2019-01-21,5.8,5.87,5.72,5.86,3170755,
000505.SZ,京粮控股,2019-01-22,5.85,5.88,5.73,5.74,2531846,
000505.SZ,京粮控股,2019-01-23,5.72,5.85,5.72,5.84,3075892,
000505.SZ,京粮控股,2019-01-24,5.82,5.87,5.74,5.83,3623991,
000505.SZ,京粮控股,2019-01-25,5.83,5.86,5.77,5.79,3164793,
000505.SZ,京粮控股,2019-01-28,5.83,6.08,5.8,5.91,5763326,
000505.SZ,京粮控股,2019-01-29,5.85,5.89,5.49,5.63,5307093,
000505.SZ,京粮控股,2019-01-30,5.57,5.62,5.5,5.55,2761311,
000505.SZ,京粮控股,2019-01-31,5.52,5.6,5.3,5.33,3028200,
000505.SZ,京粮控股,2019-02-01,5.38,5.54,5.38,5.53,1827900,
000505.SZ,京粮控股,2019-02-11,5.59,5.66,5.52,5.64,2563150,
000505.SZ,京粮控股,2019-02-12,5.7,5.72,5.64,5.68,2755122,
000505.SZ,京粮控股,2019-02-13,5.7,5.81,5.67,5.79,3442780,
000505.SZ,京粮控股,2019-02-14,5.79,5.88,5.73,5.83,3729864,
000505.SZ,京粮控股,2019-02-15,5.8,5.92,5.78,5.82,3529636,
000505.SZ,京粮控股,2019-02-18,5.83,5.98,5.83,5.98,8778809,
000505.SZ,京粮控股,2019-02-19,6,6.15,5.88,5.95,8129307,
000505.SZ,京粮控股,2019-02-20,6.14,6.19,5.93,6.02,8557295,
000505.SZ,京粮控股,2019-02-21,5.98,6.04,5.89,5.92,8088196,
000505.SZ,京粮控股,2019-02-22,5.91,6.15,5.88,6.12,11059806,
000505.SZ,京粮控股,2019-02-25,6.27,6.42,6.06,6.37,18387247,
000505.SZ,京粮控股,2019-02-26,6.3,6.37,6.16,6.25,17095381,
000505.SZ,京粮控股,2019-02-27,6.2,6.31,6.12,6.2,11225973,
000505.SZ,京粮控股,2019-02-28,6.21,6.29,6.17,6.24,7330775,
000505.SZ,京粮控股,2019-03-01,6.24,6.29,6.14,6.22,6802370,
000505.SZ,京粮控股,2019-03-04,6.22,6.39,6.22,6.3,13846665,
000505.SZ,京粮控股,2019-03-05,6.33,6.54,6.27,6.47,15891072,
000505.SZ,京粮控股,2019-03-06,6.47,6.57,6.35,6.55,16423457,
000505.SZ,京粮控股,2019-03-07,6.57,6.78,6.47,6.67,15917826,
000505.SZ,京粮控股,2019-03-08,6.58,6.58,6.21,6.21,12979946,
000505.SZ,京粮控股,2019-03-11,6.21,6.43,6.19,6.42,9281811,
000505.SZ,京粮控股,2019-03-12,6.45,6.61,6.41,6.54,14140421,
000505.SZ,京粮控股,2019-03-13,6.55,6.67,6.35,6.46,13105070,
000505.SZ,京粮控股,2019-03-14,6.4,6.49,6.17,6.23,9007077,
000505.SZ,京粮控股,2019-03-15,6.26,6.61,6.26,6.5,15536860,
000505.SZ,京粮控股,2019-03-18,6.47,6.64,6.42,6.64,16501652,
000505.SZ,京粮控股,2019-03-19,6.6,6.66,6.53,6.59,12666083,
000505.SZ,京粮控股,2019-03-20,6.62,6.85,6.53,6.82,21869428,
000505.SZ,京粮控股,2019-03-21,6.75,6.82,6.66,6.75,16017713,
000505.SZ,京粮控股,2019-03-22,6.75,6.81,6.6,6.76,14317809,
000505.SZ,京粮控股,2019-03-25,6.68,6.79,6.62,6.66,12149209,
000505.SZ,京粮控股,2019-03-26,6.68,6.72,6.31,6.34,13985937,
000505.SZ,京粮控股,2019-03-27,6.38,6.4,6.23,6.33,7659419,
000505.SZ,京粮控股,2019-03-28,6.34,6.4,6.22,6.26,7919502,
000505.SZ,京粮控股,2019-03-29,6.29,6.38,6.2,6.37,10971257,
000505.SZ,京粮控股,2019-04-01,6.43,6.61,6.4,6.58,15263993,
000505.SZ,京粮控股,2019-04-02,6.65,6.72,6.57,6.63,12735130,
000505.SZ,京粮控股,2019-04-03,6.63,6.87,6.57,6.83,17003196,
000505.SZ,京粮控股,2019-04-04,6.8,6.82,6.63,6.76,13970541,
000505.SZ,京粮控股,2019-04-08,6.78,6.88,6.57,6.74,14209889,
000505.SZ,京粮控股,2019-04-09,6.72,6.88,6.65,6.86,14685407,
000505.SZ,京粮控股,2019-04-10,6.8,6.98,6.7,6.84,14355289,
000505.SZ,京粮控股,2019-04-11,6.9,7.17,6.8,6.8,23373033,
000505.SZ,京粮控股,2019-04-12,6.88,6.97,6.68,6.93,16333671,
000505.SZ,京粮控股,2019-04-15,6.92,7.03,6.72,6.72,16069244,
000505.SZ,京粮控股,2019-04-16,6.66,6.78,6.51,6.78,12243168,
000505.SZ,京粮控股,2019-04-17,6.75,6.81,6.7,6.72,11007208,
000505.SZ,京粮控股,2019-04-18,6.66,6.77,6.57,6.67,13902749,
000505.SZ,京粮控股,2019-04-19,6.65,6.7,6.49,6.64,10609412,
000505.SZ,京粮控股,2019-04-22,6.64,6.69,6.53,6.55,9713213,
000505.SZ,京粮控股,2019-04-23,6.55,6.69,6.41,6.58,10803555,
000505.SZ,京粮控股,2019-04-24,6.56,6.65,6.48,6.63,8120014,
000505.SZ,京粮控股,2019-04-25,6.64,6.93,6.5,6.51,21393010,
000505.SZ,京粮控股,2019-04-26,6.4,6.47,6.14,6.27,15083212,
000505.SZ,京粮控股,2019-04-29,6.25,6.25,5.83,5.86,12102185,
000505.SZ,京粮控股,2019-04-30,5.87,5.96,5.8,5.88,6491695,
000505.SZ,京粮控股,2019-05-06,6.03,6.34,5.83,6.08,27480526,
000505.SZ,京粮控股,2019-05-07,6.69,6.69,6.69,6.69,8957650,
000505.SZ,京粮控股,2019-05-08,7.36,7.36,7.04,7.36,28117286,
000505.SZ,京粮控股,2019-05-09,6.93,7.3,6.62,6.88,40965552,
000505.SZ,京粮控股,2019-05-10,6.45,7.16,6.45,6.83,55949416,
000505.SZ,京粮控股,2019-05-13,6.6,7.35,6.55,7.12,47702167,
000505.SZ,京粮控股,2019-05-14,6.98,7.06,6.73,6.83,35538135,
000505.SZ,京粮控股,2019-05-15,6.94,7.27,6.86,7.21,45416824,
000505.SZ,京粮控股,2019-05-16,7.35,7.4,6.96,7,42505029,
000505.SZ,京粮控股,2019-05-17,7.09,7.7,6.95,7.7,70363208,
000505.SZ,京粮控股,2019-05-20,7.42,7.5,6.93,6.95,56361009,
000505.SZ,京粮控股,2019-05-21,6.69,7.03,6.6,6.93,29940874,
000505.SZ,京粮控股,2019-05-22,6.76,7.32,6.64,7.12,41645875,
000505.SZ,京粮控股,2019-05-23,6.9,6.9,6.41,6.43,31469749,
000505.SZ,京粮控股,2019-05-24,6.36,6.53,6.11,6.2,17488588,
000505.SZ,京粮控股,2019-05-27,6.19,6.35,6.09,6.32,11566803,
000505.SZ,京粮控股,2019-05-28,6.28,6.55,6.22,6.29,16941701,
000505.SZ,京粮控股,2019-05-29,6.26,6.49,6.21,6.44,18300384,
000505.SZ,京粮控股,2019-05-30,6.46,6.74,6.45,6.68,27519472,
000505.SZ,京粮控股,2019-05-31,6.58,6.6,6.35,6.47,16808455,
000505.SZ,京粮控股,2019-06-03,6.56,6.81,6.5,6.66,25869666,
000505.SZ,京粮控股,2019-06-04,6.5,6.52,6.04,6.11,22963600,
